,Order ID,Order Date,Segment,Postal Code,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit,Price,Profit Ratio,month
884,CA-2017-156244,2017-08-12,1,33180.0,OFF-SU-10000432,0,14,Acco Side-Punched Conventional Columnar Pads,6.0,2,20.0,-1.0,3.0,-16.67,8
885,CA-2017-156244,2017-08-12,1,33180.0,OFF-LA-10000443,0,1,Avery 501,3.0,1,20.0,1.0,3.0,33.33,8
886,CA-2017-156244,2017-08-12,1,33180.0,OFF-AP-10002403,0,12,Acco Smartsocket Color-Coded Six-Outlet AC Adapter Model Surge Protectors,211.0,6,20.0,16.0,35.17,7.58,8
887,CA-2017-153927,2017-08-12,0,30188.0,OFF-BI-10000138,0,3,Acco Translucent Poly Ring Binders,14.0,3,0.0,7.0,4.67,50.0,8
888,CA-2017-153927,2017-08-12,0,30188.0,TEC-AC-10000023,2,9,"Maxell 74 Minute CD-R Spindle, 50/Pack",273.0,13,0.0,98.0,21.0,35.9,8
889,CA-2017-156244,2017-08-12,1,33180.0,TEC-AC-10002473,2,9,Maxell 4.7GB DVD-R,159.0,7,20.0,42.0,22.71,26.42,8
890,CA-2017-109302,2017-08-12,2,8701.0,OFF-BI-10002854,0,3,"Performers Binder/Pad Holder, Black",196.0,7,0.0,98.0,28.0,50.0,8
891,US-2017-164406,2017-08-15,0,94122.0,OFF-PA-10000167,0,0,Xerox 1925,93.0,3,0.0,42.0,31.0,45.16,8
892,CA-2017-109043,2017-08-15,0,33021.0,OFF-AP-10004708,0,12,Fellowes Superior 10 Outlet Split Surge Protector,152.0,5,20.0,17.0,30.4,11.18,8
893,CA-2017-109043,2017-08-15,0,33021.0,OFF-PA-10000312,0,0,Xerox 1955,91.0,5,20.0,30.0,18.2,32.97,8
894,US-2017-164406,2017-08-15,0,94122.0,OFF-AP-10003287,0,12,Tripp Lite TLP810NET Broadband Surge for Modem/Fax,153.0,3,0.0,43.0,51.0,28.1,8
895,CA-2017-138023,2017-08-15,0,75081.0,OFF-BI-10003638,0,3,GBC Durable Plastic Covers,31.0,8,80.0,-53.0,3.88,-170.97,8
896,US-2017-164406,2017-08-15,0,94122.0,OFF-BI-10003638,0,3,GBC Durable Plastic Covers,46.0,3,20.0,15.0,15.33,32.61,8
897,CA-2017-141005,2017-08-15,0,6824.0,OFF-BI-10001989,0,3,Premium Transparent Presentation Covers by GBC,63.0,3,0.0,30.0,21.0,47.62,8
898,US-2017-164406,2017-08-15,0,94122.0,OFF-BI-10002309,0,3,Avery Heavy-Duty EZD  Binder With Locking Rings,18.0,4,20.0,6.0,4.5,33.33,8
899,US-2017-164406,2017-08-15,0,94122.0,FUR-CH-10003833,1,5,Novimex Fabric Task Chair,195.0,4,20.0,-12.0,48.75,-6.15,8
900,CA-2017-142839,2017-08-16,0,19143.0,FUR-TA-10001539,1,13,Chromcraft Rectangular Conference Tables,853.0,6,40.0,-227.0,142.17,-26.61,8
901,CA-2017-111500,2017-08-17,2,72209.0,OFF-FA-10002676,0,7,Colored Push Pins,13.0,7,0.0,5.0,1.86,38.46,8
902,CA-2017-111500,2017-08-17,2,72209.0,OFF-BI-10000829,0,3,Avery Non-Stick Binders,18.0,4,0.0,8.0,4.5,44.44,8
903,CA-2017-111500,2017-08-17,2,72209.0,TEC-AC-10000844,2,9,Logitech Gaming G510s - Keyboard,340.0,4,0.0,122.0,85.0,35.88,8
904,CA-2017-111500,2017-08-17,2,72209.0,OFF-PA-10000595,0,0,Xerox 1929,114.0,5,0.0,53.0,22.8,46.49,8
905,CA-2017-129168,2017-08-17,2,77095.0,OFF-PA-10001639,0,0,Xerox 203,16.0,3,20.0,5.0,5.33,31.25,8
906,CA-2017-133158,2017-08-19,2,90045.0,FUR-FU-10000723,1,8,"Deflect-o EconoMat Studded, No Bevel Mat for Low Pile Carpeting",289.0,7,0.0,26.0,41.29,9.0,8
907,US-2017-164616,2017-08-19,0,43229.0,OFF-BI-10001718,0,3,GBC DocuBind P50 Personal Binding Machine,77.0,4,70.0,-59.0,19.25,-76.62,8
908,CA-2017-133158,2017-08-19,2,90045.0,OFF-BI-10000632,0,3,Satellite Sectional Post Binders,69.0,2,20.0,23.0,34.5,33.33,8
909,US-2017-164616,2017-08-19,0,43229.0,OFF-SU-10004768,0,14,Acme Kleencut Forged Steel Scissors,9.0,2,20.0,1.0,4.5,11.11,8
910,US-2017-156559,2017-08-19,0,72401.0,FUR-BO-10000711,1,11,"Hon Metal Bookcases, Gray",639.0,9,0.0,172.0,71.0,26.92,8
911,US-2017-143581,2017-08-19,2,31907.0,OFF-ST-10000991,0,2,Space Solutions HD Industrial Steel Shelving.,345.0,3,0.0,10.0,115.0,2.9,8
912,CA-2017-121727,2017-08-19,0,43229.0,OFF-AR-10004930,0,4,Turquoise Lead Holder with Pocket Clip,11.0,2,20.0,2.0,5.5,18.18,8
913,CA-2017-114321,2017-08-20,2,23666.0,OFF-BI-10001359,0,3,GBC DocuBind TL300 Electric Binding System,897.0,1,0.0,422.0,897.0,47.05,8
914,CA-2017-166716,2017-08-20,0,60610.0,FUR-CH-10004495,1,5,"Global Leather and Oak Executive Chair, Black",421.0,2,30.0,-6.0,210.5,-1.43,8
915,CA-2017-114321,2017-08-20,2,23666.0,OFF-PA-10000246,0,0,Riverleaf Stik-Withit Designer Note Cubes,20.0,2,0.0,9.0,10.0,45.0,8
916,CA-2017-114321,2017-08-20,2,23666.0,FUR-CH-10001797,1,5,"Safco Chair Connectors, 6/Carton",500.0,13,0.0,145.0,38.46,29.0,8
917,CA-2017-123253,2017-08-22,1,44107.0,OFF-AR-10002804,0,4,Faber Castell Col-Erase Pencils,4.0,1,20.0,1.0,4.0,25.0,8
918,US-2017-166828,2017-08-22,0,63301.0,OFF-PA-10001846,0,0,Xerox 1899,12.0,2,0.0,6.0,6.0,50.0,8
919,CA-2017-130918,2017-08-22,0,33161.0,OFF-SU-10003936,0,14,Acme Serrated Blade Letter Opener,8.0,3,20.0,-2.0,2.67,-25.0,8
920,CA-2017-124737,2017-08-23,0,80219.0,OFF-SU-10004661,0,14,Acme Titanium Bonded Scissors,7.0,1,20.0,1.0,7.0,14.29,8
921,CA-2017-124737,2017-08-23,0,80219.0,FUR-FU-10003274,1,8,Regeneration Desk Collection,4.0,3,20.0,1.0,1.33,25.0,8
922,CA-2017-124737,2017-08-23,0,80219.0,OFF-PA-10001125,0,0,Xerox 1988,223.0,9,20.0,70.0,24.78,31.39,8
923,CA-2017-124737,2017-08-23,0,80219.0,OFF-PA-10000019,0,0,Xerox 1931,31.0,6,20.0,11.0,5.17,35.48,8
924,CA-2017-110639,2017-08-23,0,10009.0,OFF-PA-10004530,0,0,Personal Creations Ink Jet Cards and Labels,46.0,4,0.0,23.0,11.5,50.0,8
925,CA-2017-110639,2017-08-23,0,10009.0,OFF-PA-10003936,0,0,Xerox 1994,26.0,4,0.0,12.0,6.5,46.15,8
926,US-2017-112795,2017-08-23,1,49505.0,OFF-PA-10001934,0,0,Xerox 1993,19.0,3,0.0,10.0,6.33,52.63,8
927,CA-2017-154837,2017-08-23,2,90032.0,OFF-BI-10001575,0,3,GBC Linen Binding Covers,50.0,2,20.0,17.0,25.0,34.0,8
928,CA-2017-124737,2017-08-23,0,80219.0,TEC-PH-10000149,2,6,Cisco SPA525G2 IP Phone - Wireless,144.0,9,20.0,11.0,16.0,7.64,8
929,CA-2017-124737,2017-08-23,0,80219.0,OFF-PA-10001837,0,0,Xerox 1976,16.0,3,20.0,5.0,5.33,31.25,8
930,CA-2017-107916,2017-08-24,2,11572.0,OFF-BI-10001116,0,3,"Wilson Jones 1"" Hanging DublLock Ring Binders",13.0,3,20.0,4.0,4.33,30.77,8
931,CA-2017-106719,2017-08-24,2,59102.0,OFF-BI-10002799,0,3,"SlimView Poly Binder, 3/8""",8.0,2,20.0,3.0,4.0,37.5,8
932,CA-2017-107916,2017-08-24,2,11572.0,FUR-FU-10004586,1,8,G.E. Longer-Life Indoor Recessed Floodlight Bulbs,13.0,2,0.0,6.0,6.5,46.15,8
933,CA-2017-120432,2017-08-24,2,42301.0,OFF-SU-10004661,0,14,Acme Titanium Bonded Scissors,26.0,3,0.0,7.0,8.67,26.92,8
934,CA-2017-103660,2017-08-25,0,98103.0,TEC-PH-10000895,2,6,Polycom VVX 310 VoIP phone,1008.0,7,20.0,76.0,144.0,7.54,8
935,CA-2017-104178,2017-08-25,2,90036.0,OFF-ST-10004258,0,2,Portable Personal File Box,49.0,4,0.0,13.0,12.25,26.53,8
936,CA-2017-126200,2017-08-25,0,77070.0,OFF-BI-10002133,0,3,"Wilson Jones Elliptical Ring 3 1/2"" Capacity Binders, 800 sheets",26.0,3,80.0,-40.0,8.67,-153.85,8
937,CA-2017-104178,2017-08-25,2,90036.0,TEC-AC-10002399,2,9,SanDisk Cruzer 32 GB USB Flash Drive,95.0,5,0.0,30.0,19.0,31.58,8
938,CA-2017-104178,2017-08-25,2,90036.0,FUR-FU-10000771,1,8,"Eldon 200 Class Desk Accessories, Smoke",6.0,1,0.0,3.0,6.0,50.0,8
939,CA-2017-126200,2017-08-25,0,77070.0,OFF-BI-10002225,0,3,"Square Ring Data Binders, Rigid 75 Pt. Covers, 11"" x 14-7/8""",12.0,3,80.0,-20.0,4.0,-166.67,8
940,CA-2017-115259,2017-08-25,0,43229.0,OFF-EN-10002600,0,10,"Redi-Strip #10 Envelopes, 4 1/8 x 9 1/2",5.0,2,20.0,2.0,2.5,40.0,8
941,CA-2017-115259,2017-08-25,0,43229.0,OFF-EN-10002504,0,10,"Tyvek  Top-Opening Peel & Seel Envelopes, Plain White",130.0,6,20.0,44.0,21.67,33.85,8
942,CA-2017-107398,2017-08-25,2,43229.0,OFF-BI-10001982,0,3,Wilson Jones Custom Binder Spines & Labels,7.0,4,70.0,-5.0,1.75,-71.43,8
943,CA-2017-107398,2017-08-25,2,43229.0,OFF-BI-10004141,0,3,Insertable Tab Indexes For Data Binders,3.0,3,70.0,-2.0,1.0,-66.67,8
944,CA-2017-115259,2017-08-25,0,43229.0,OFF-FA-10000621,0,7,"OIC Colored Binder Clips, Assorted Sizes",40.0,14,20.0,15.0,2.86,37.5,8
945,CA-2017-107398,2017-08-25,2,43229.0,OFF-BI-10002103,0,3,"Cardinal Slant-D Ring Binder, Heavy Gauge Vinyl",21.0,8,70.0,-17.0,2.62,-80.95,8
946,CA-2017-115259,2017-08-25,0,43229.0,OFF-PA-10004965,0,0,Xerox 1921,24.0,3,20.0,7.0,8.0,29.17,8
947,CA-2017-104178,2017-08-25,2,90036.0,OFF-PA-10004983,0,0,Xerox 23,26.0,4,0.0,12.0,6.5,46.15,8
948,US-2017-115413,2017-08-26,1,19711.0,OFF-AR-10003770,0,4,Newell 340,9.0,3,0.0,3.0,3.0,33.33,8
949,CA-2017-103331,2017-08-26,0,19711.0,OFF-PA-10002659,0,0,Avoid Verbal Orders Carbonless Minifold Book,3.0,1,0.0,2.0,3.0,66.67,8
950,CA-2017-123260,2017-08-26,1,90032.0,TEC-AC-10002323,2,9,SanDisk Ultra 32 GB MicroSDHC Class 10 Memory Card,177.0,8,0.0,23.0,22.12,12.99,8
951,CA-2017-103331,2017-08-26,0,19711.0,OFF-PA-10002160,0,0,Xerox 1978,17.0,3,0.0,8.0,5.67,47.06,8
952,US-2017-115413,2017-08-26,1,19711.0,TEC-AC-10002800,2,9,Plantronics Audio 478 Stereo USB Headset,150.0,3,0.0,52.0,50.0,34.67,8
953,CA-2017-103331,2017-08-26,0,19711.0,FUR-FU-10001731,1,8,Acrylic Self-Standing Desk Frames,11.0,4,0.0,4.0,2.75,36.36,8
954,CA-2017-101266,2017-08-27,0,22153.0,OFF-PA-10002986,0,0,Xerox 1898,13.0,2,0.0,6.0,6.5,46.15,8
955,CA-2017-143336,2017-08-27,0,94109.0,OFF-AR-10003056,0,4,Newell 341,9.0,2,0.0,2.0,4.5,22.22,8
956,CA-2017-124688,2017-08-27,2,22153.0,TEC-PH-10000455,2,6,GE 30522EE2,580.0,5,0.0,168.0,116.0,28.97,8
957,CA-2017-143336,2017-08-27,0,94109.0,OFF-BI-10002215,0,3,"Wilson Jones Hanging View Binder, White, 1""",23.0,4,20.0,7.0,5.75,30.43,8
958,CA-2017-143336,2017-08-27,0,94109.0,TEC-PH-10001949,2,6,Cisco SPA 501G IP Phone,213.0,3,20.0,16.0,71.0,7.51,8
959,CA-2017-124688,2017-08-27,2,22153.0,FUR-FU-10002456,1,8,"Master Caster Door Stop, Large Neon Orange",29.0,4,0.0,13.0,7.25,44.83,8
960,CA-2017-124688,2017-08-27,2,22153.0,FUR-TA-10003569,1,13,Bretford CR8500 Series Meeting Room Furniture,1203.0,3,0.0,301.0,401.0,25.02,8
961,CA-2017-169775,2017-08-29,0,33178.0,OFF-EN-10001749,0,10,Jiffy Padded Mailers with Self-Seal Closure,30.0,2,20.0,11.0,15.0,36.67,8
962,CA-2017-169775,2017-08-29,0,33178.0,OFF-BI-10004390,0,3,GBC DocuBind 200 Manual Binding Machine,505.0,4,70.0,-337.0,126.25,-66.73,8
963,CA-2017-135699,2017-08-29,2,94110.0,OFF-PA-10004475,0,0,Xerox 1940,110.0,2,0.0,54.0,55.0,49.09,8
964,CA-2017-169775,2017-08-29,0,33178.0,FUR-TA-10001857,1,13,Balt Solid Wood Rectangular Table,174.0,3,45.0,-111.0,58.0,-63.79,8
965,CA-2017-135699,2017-08-29,2,94110.0,OFF-PA-10003001,0,0,Xerox 1986,13.0,2,0.0,6.0,6.5,46.15,8
966,CA-2017-146500,2017-08-30,0,6010.0,OFF-ST-10000563,0,2,Fellowes Bankers Box Stor/Drawer Steel Plus,96.0,3,0.0,10.0,32.0,10.42,8
967,CA-2017-146500,2017-08-30,0,6010.0,OFF-BI-10002432,0,3,Wilson Jones Standard D-Ring Binders,25.0,5,0.0,12.0,5.0,48.0,8
968,CA-2017-143385,2017-08-31,0,87505.0,TEC-AC-10001635,2,9,KeyTronic KT400U2 - Keyboard - Black,93.0,9,0.0,19.0,10.33,20.43,8
969,CA-2017-165428,2017-09-01,0,77036.0,OFF-PA-10004100,0,0,Xerox 216,31.0,6,20.0,11.0,5.17,35.48,9
970,CA-2017-165428,2017-09-01,0,77036.0,OFF-BI-10002949,0,3,Prestige Round Ring Binders,4.0,3,80.0,-6.0,1.33,-150.0,9
971,CA-2017-109855,2017-09-01,0,10009.0,TEC-AC-10002842,2,9,WD My Passport Ultra 2TB Portable External Hard Drive,357.0,3,0.0,57.0,119.0,15.97,9
972,CA-2017-109855,2017-09-01,0,10009.0,OFF-BI-10004716,0,3,Wilson Jones Hanging Recycled Pressboard Data Binders,24.0,2,20.0,8.0,12.0,33.33,9
973,CA-2017-126522,2017-09-01,0,92025.0,OFF-AR-10004042,0,4,"BOSTON Model 1800 Electric Pencil Sharpeners, Putty/Woodgrain",54.0,3,0.0,16.0,18.0,29.63,9
974,CA-2017-158281,2017-09-02,2,77095.0,TEC-MA-10002210,2,15,Epson TM-T88V Direct Thermal Printer - Monochrome - Desktop,560.0,3,40.0,-121.0,186.67,-21.61,9
975,CA-2017-127936,2017-09-02,0,10009.0,OFF-AR-10002445,0,4,SANFORD Major Accent Highlighters,21.0,3,0.0,8.0,7.0,38.1,9
976,CA-2017-151792,2017-09-02,0,60653.0,TEC-AC-10001606,2,9,Logitech Wireless Performance Mouse MX for PC and Mac,240.0,3,20.0,54.0,80.0,22.5,9
977,US-2017-138828,2017-09-02,0,10009.0,OFF-AR-10000658,0,4,Newell 324,58.0,5,0.0,16.0,11.6,27.59,9
978,CA-2017-106971,2017-09-02,0,60089.0,TEC-AC-10000844,2,9,Logitech Gaming G510s - Keyboard,476.0,7,20.0,95.0,68.0,19.96,9
979,CA-2017-157721,2017-09-02,0,13601.0,OFF-AP-10001303,0,12,"Holmes Cool Mist Humidifier for the Whole House with 8-Gallon Output per Day, Extended Life Filter",20.0,1,0.0,9.0,20.0,45.0,9
980,CA-2017-152268,2017-09-02,0,72701.0,OFF-BI-10001359,0,3,GBC DocuBind TL300 Electric Binding System,1794.0,2,0.0,843.0,897.0,46.99,9
981,US-2017-138828,2017-09-02,0,10009.0,OFF-PA-10000349,0,0,Easy-staple paper,15.0,3,0.0,7.0,5.0,46.67,9
982,CA-2017-157721,2017-09-02,0,13601.0,FUR-FU-10002116,1,8,"Tenex Carpeted, Granite-Look or Clear Contemporary Contour Shape Chair Mats",71.0,1,0.0,5.0,71.0,7.04,9
983,CA-2017-125171,2017-09-03,0,10009.0,OFF-LA-10001175,0,1,Avery 514,14.0,5,0.0,7.0,2.8,50.0,9
984,US-2017-120236,2017-09-03,1,77095.0,OFF-BI-10004099,0,3,GBC VeloBinder Strips,8.0,5,80.0,-12.0,1.6,-150.0,9
985,CA-2017-136861,2017-09-05,0,33710.0,FUR-FU-10001967,1,8,Telescoping Adjustable Floor Lamp,32.0,2,20.0,2.0,16.0,6.25,9
986,CA-2017-106572,2017-09-05,0,43402.0,OFF-ST-10000585,0,2,Economy Rollaway Files,264.0,2,20.0,20.0,132.0,7.58,9
987,CA-2017-130449,2017-09-06,2,94109.0,OFF-LA-10001934,0,1,Avery 516,58.0,8,0.0,27.0,7.25,46.55,9
988,CA-2017-130449,2017-09-06,2,94109.0,FUR-FU-10001487,1,8,"Eldon Expressions Wood and Plastic Desk Accessories, Cherry Wood",42.0,6,0.0,12.0,7.0,28.57,9
989,CA-2017-105165,2017-09-07,1,77036.0,TEC-PH-10000675,2,6,Panasonic KX TS3282B Corded phone,197.0,3,20.0,15.0,65.67,7.61,9
990,CA-2017-131002,2017-09-07,0,74133.0,FUR-FU-10004665,1,8,"3M Polarizing Task Lamp with Clamp Arm, Light Gray",822.0,6,0.0,214.0,137.0,26.03,9
991,CA-2017-131002,2017-09-07,0,74133.0,OFF-BI-10000948,0,3,"GBC Laser Imprintable Binding System Covers, Desert Sand",43.0,3,0.0,20.0,14.33,46.51,9
992,CA-2017-131002,2017-09-07,0,74133.0,OFF-PA-10000223,0,0,Xerox 2000,13.0,2,0.0,6.0,6.5,46.15,9
993,CA-2017-131002,2017-09-07,0,74133.0,TEC-PH-10000215,2,6,Plantronics Cordless Phone Headset with In-line Volume - M214C,105.0,3,0.0,28.0,35.0,26.67,9
994,CA-2017-100006,2017-09-07,0,10024.0,TEC-PH-10002075,2,6,AT&T EL51110 DECT,378.0,3,0.0,110.0,126.0,29.1,9
995,CA-2017-131002,2017-09-07,0,74133.0,FUR-FU-10004270,1,8,"Executive Impressions 13"" Clairmont Wall Clock",58.0,3,0.0,24.0,19.33,41.38,9
996,CA-2017-126193,2017-09-07,0,60543.0,OFF-FA-10000936,0,7,Acco Hot Clips Clips to Go,13.0,5,20.0,4.0,2.6,30.77,9
997,CA-2017-105165,2017-09-07,1,77036.0,OFF-AR-10003179,0,4,Dixon Ticonderoga Core-Lock Colored Pencils,22.0,3,20.0,4.0,7.33,18.18,9
998,CA-2017-117765,2017-09-07,1,74133.0,OFF-BI-10000474,0,3,Avery Recycled Flexi-View Covers for Binding Systems,32.0,2,0.0,15.0,16.0,46.88,9
999,CA-2017-117765,2017-09-07,1,74133.0,FUR-CH-10004698,1,5,"Padded Folding Chairs, Black, 4/Carton",162.0,2,0.0,45.0,81.0,27.78,9
1000,CA-2017-117765,2017-09-07,1,74133.0,OFF-ST-10003327,0,2,Akro-Mils 12-Gallon Tote,20.0,2,0.0,6.0,10.0,30.0,9
1001,CA-2017-126193,2017-09-07,0,60543.0,OFF-BI-10004632,0,3,Ibico Hi-Tech Manual Binding System,305.0,5,80.0,-534.0,61.0,-175.08,9
1002,CA-2017-126193,2017-09-07,0,60543.0,OFF-BI-10001249,0,3,Avery Heavy-Duty EZD View Binder with Locking Rings,4.0,3,80.0,-7.0,1.33,-175.0,9
1003,CA-2017-122882,2017-09-07,2,19134.0,TEC-MA-10004679,2,15,StarTech.com 10/100 VDSL2 Ethernet Extender Kit,400.0,4,70.0,-559.0,100.0,-139.75,9
1004,CA-2017-122882,2017-09-07,2,19134.0,FUR-FU-10000758,1,8,DAX Natural Wood-Tone Poster Frame,42.0,2,20.0,8.0,21.0,19.05,9
1005,CA-2017-122882,2017-09-07,2,19134.0,TEC-PH-10003589,2,6,invisibleSHIELD by ZAGG Smudge-Free Screen Protector,32.0,3,40.0,4.0,10.67,12.5,9
1006,CA-2017-122882,2017-09-07,2,19134.0,OFF-ST-10002344,0,2,"Carina 42""Hx23 3/4""W Media Storage Unit",65.0,1,20.0,-15.0,65.0,-23.08,9
1007,CA-2017-117765,2017-09-07,1,74133.0,FUR-TA-10001039,1,13,KI Adjustable-Height Table,430.0,5,0.0,112.0,86.0,26.05,9
1008,CA-2017-105165,2017-09-07,1,77036.0,TEC-AC-10002718,2,9,Belkin Standard 104 key USB Keyboard,47.0,4,20.0,-3.0,11.75,-6.38,9
1009,CA-2017-105165,2017-09-07,1,77036.0,OFF-BI-10000050,0,3,"Angle-D Binders with Locking Rings, Label Holders",3.0,2,80.0,-5.0,1.5,-166.67,9
1010,CA-2017-109918,2017-09-07,2,95051.0,OFF-SU-10004290,0,14,"Acme Design Line 8"" Stainless Steel Bent Scissors w/Champagne Handles, 3-1/8"" Cut",27.0,4,0.0,7.0,6.75,25.93,9
1011,CA-2017-109918,2017-09-07,2,95051.0,OFF-BI-10004308,0,3,Avery Legal 4-Ring Binder,84.0,5,20.0,31.0,16.8,36.9,9
1012,CA-2017-105165,2017-09-07,1,77036.0,FUR-TA-10004154,1,13,"Riverside Furniture Oval Coffee Table, Oval End Table, End Table with Drawer",201.0,1,30.0,-23.0,201.0,-11.44,9
1013,CA-2017-109918,2017-09-07,2,95051.0,OFF-PA-10000174,0,0,"Message Book, Wirebound, Four 5 1/2"" X 4"" Forms/Pg., 200 Dupl. Sets/Book",21.0,2,0.0,10.0,10.5,47.62,9
1014,CA-2017-168592,2017-09-08,1,94110.0,OFF-AP-10004785,0,12,"Holmes Replacement Filter for HEPA Air Cleaner, Medium Room",57.0,5,0.0,24.0,11.4,42.11,9
1015,CA-2017-139892,2017-09-08,0,78207.0,FUR-CH-10004287,1,5,SAFCO Arco Folding Chair,1740.0,9,30.0,-25.0,193.33,-1.44,9
1016,CA-2017-107818,2017-09-08,0,99301.0,OFF-AR-10003045,0,4,Prang Colored Pencils,6.0,2,0.0,3.0,3.0,50.0,9
1017,CA-2017-128839,2017-09-08,0,23320.0,TEC-MA-10000029,2,15,"Epson WorkForce WF-2530 All-in-One Printer, Copier Scanner",210.0,3,0.0,90.0,70.0,42.86,9
1018,US-2017-115987,2017-09-08,0,75701.0,OFF-BI-10001071,0,3,GBC ProClick Punch Binding System,51.0,4,80.0,-79.0,12.75,-154.9,9
1019,CA-2017-107818,2017-09-08,0,99301.0,FUR-CH-10000454,1,5,"Hon Deluxe Fabric Upholstered Stacking Chairs, Rounded Back",976.0,5,20.0,122.0,195.2,12.5,9
1020,CA-2017-146815,2017-09-08,1,10009.0,FUR-CH-10004289,1,5,Global Super Steno Chair,173.0,2,10.0,13.0,86.5,7.51,9
1021,CA-2017-107818,2017-09-08,0,99301.0,OFF-AR-10000380,0,4,"Hunt PowerHouse Electric Pencil Sharpener, Blue",304.0,8,0.0,91.0,38.0,29.93,9
1022,CA-2017-139892,2017-09-08,0,78207.0,OFF-AR-10002656,0,4,Sanford Liquid Accent Highlighters,32.0,6,20.0,7.0,5.33,21.88,9
1023,CA-2017-107818,2017-09-08,0,99301.0,OFF-ST-10000736,0,2,Carina Double Wide Media Storage Towers in Natural & Black,486.0,6,0.0,19.0,81.0,3.91,9
1024,CA-2017-146283,2017-09-08,0,77036.0,FUR-CH-10004287,1,5,SAFCO Arco Folding Chair,967.0,5,30.0,-14.0,193.4,-1.45,9
1025,CA-2017-163293,2017-09-08,2,31204.0,TEC-AC-10000023,2,9,"Maxell 74 Minute CD-R Spindle, 50/Pack",84.0,4,0.0,30.0,21.0,35.71,9
1026,CA-2017-163293,2017-09-08,2,31204.0,TEC-AC-10004209,2,9,Memorex Froggy Flash Drive 4 GB,33.0,3,0.0,13.0,11.0,39.39,9
1027,CA-2017-168592,2017-09-08,1,94110.0,OFF-ST-10002406,0,2,Pizazz Global Quick File,15.0,1,0.0,4.0,15.0,26.67,9
1028,CA-2017-146283,2017-09-08,0,77036.0,OFF-PA-10000482,0,0,"Snap-A-Way Black Print Carbonless Ruled Speed Letter, Triplicate",182.0,6,20.0,61.0,30.33,33.52,9
1029,CA-2017-128839,2017-09-08,0,23320.0,OFF-FA-10002280,0,7,Advantus Plastic Paper Clips,45.0,9,0.0,22.0,5.0,48.89,9
1030,CA-2017-123127,2017-09-08,2,11561.0,OFF-AP-10001962,0,12,Black & Decker Filter for Double Action Dustbuster Cordless Vac BLDV7210,17.0,2,0.0,4.0,8.5,23.53,9
1031,CA-2017-139892,2017-09-08,0,78207.0,TEC-MA-10000822,2,15,Lexmark MX611dhe Monochrome Laser Printer,8160.0,8,40.0,-1360.0,1020.0,-16.67,9
1032,CA-2017-168592,2017-09-08,1,94110.0,OFF-FA-10002988,0,7,Ideal Clamps,4.0,2,0.0,2.0,2.0,50.0,9
1033,CA-2017-140032,2017-09-08,0,94109.0,OFF-BI-10000822,0,3,"Acco PRESSTEX Data Binder with Storage Hooks, Light Blue, 9 1/2"" X 11""",9.0,2,20.0,3.0,4.5,33.33,9
1034,CA-2017-132500,2017-09-08,0,94110.0,TEC-AC-10001383,2,9,Logitech Wireless Touch Keyboard K400,50.0,2,0.0,8.0,25.0,16.0,9
1035,CA-2017-146283,2017-09-08,0,77036.0,OFF-PA-10002259,0,0,"Geographics Note Cards, Blank, White, 8 1/2"" x 11""",18.0,2,20.0,6.0,9.0,33.33,9
1036,CA-2017-139892,2017-09-08,0,78207.0,OFF-ST-10000991,0,2,Space Solutions HD Industrial Steel Shelving.,276.0,3,20.0,-59.0,92.0,-21.38,9
1037,CA-2017-139892,2017-09-08,0,78207.0,TEC-PH-10003931,2,6,JBL Micro Wireless Portable Bluetooth Speaker,144.0,3,20.0,9.0,48.0,6.25,9
1038,CA-2017-139892,2017-09-08,0,78207.0,OFF-AP-10002518,0,12,Kensington 7 Outlet MasterPiece Power Center,178.0,5,80.0,-454.0,35.6,-255.06,9
1039,CA-2017-146815,2017-09-08,1,10009.0,OFF-AR-10003469,0,4,Nontoxic Chalk,4.0,2,0.0,2.0,2.0,50.0,9
1040,CA-2017-139892,2017-09-08,0,78207.0,OFF-AR-10004441,0,4,BIC Brite Liner Highlighters,10.0,3,20.0,3.0,3.33,30.0,9
1041,CA-2017-102869,2017-09-09,0,19140.0,FUR-FU-10002456,1,8,"Master Caster Door Stop, Large Neon Orange",17.0,3,20.0,5.0,5.67,29.41,9
1042,CA-2017-144407,2017-09-09,0,48227.0,OFF-LA-10003923,0,1,Alphabetical Labels for Top Tab Filing,104.0,7,0.0,52.0,14.86,50.0,9
1043,CA-2017-103527,2017-09-09,0,60653.0,OFF-PA-10001622,0,0,"Ampad Poly Cover Wirebound Steno Book, 6"" x 9"" Assorted Colors, Gregg Ruled",11.0,3,20.0,3.0,3.67,27.27,9
1044,CA-2017-102869,2017-09-09,0,19140.0,OFF-PA-10000788,0,0,Xerox 210,16.0,3,20.0,5.0,5.33,31.25,9
1045,CA-2017-102869,2017-09-09,0,19140.0,TEC-AC-10002134,2,9,Rosewill 107 Normal Keys USB Wired Standard Keyboard,65.0,6,20.0,-5.0,10.83,-7.69,9
1046,US-2017-131870,2017-09-09,1,43130.0,OFF-AR-10000634,0,4,Newell 320,31.0,9,20.0,3.0,3.44,9.68,9
1047,CA-2017-126403,2017-09-09,2,1852.0,OFF-ST-10000078,0,2,Tennsco 6- and 18-Compartment Lockers,1326.0,5,0.0,239.0,265.2,18.02,9
